Code,Concentration,TimeSM,T,H%,Wind_dir,Wind_vel,UR200,WA200,GR200,IN200,RO200,UR600,WA600,GR600,IN600,RO600,UR1000,WA1000,GR1000,IN1000,RO1000,UR2000,WA2000,GR2000,IN2000,RO2000,UR4000,WA4000,GR4000,IN4000,RO4000,CorIN2,CorOUT2,CorIN6,CorOUT6,CorIN10,CorOUT10,CorIN15,CorOUT15,CorIN30,CorOUT30
PL0012A,254.931,2015-12-31 23:00:00,-10.3,92.0,"Calm, no wind",0.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8975,0.8975,0.5687500000000001,0.5687500000000001,0.37875,0.37875,0.26875,0.26875,0.1675,0.1675
PL0012A,303.55799999,2016-01-01 00:00:00,-10.6,93.0,"Calm, no wind",0.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8975,0.8975,0.5687500000000001,0.5687500000000001,0.37875,0.37875,0.26875,0.26875,0.1675,0.1675
PL0012A,289.82799999,2016-01-01 01:00:00,-11.0,92.0,"Calm, no wind",0.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8975,0.8975,0.5687500000000001,0.5687500000000001,0.37875,0.37875,0.26875,0.26875,0.1675,0.1675
PL0012A,279.99799999,2016-01-01 02:00:00,-11.0,93.0,Wind blowing from the east-northeast,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,289.16699999,2016-01-01 03:00:00,-11.6,93.0,Wind blowing from the north-east,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,284.53399999,2016-01-01 04:00:00,-11.7,92.0,"Calm, no wind",0.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8975,0.8975,0.5687500000000001,0.5687500000000001,0.37875,0.37875,0.26875,0.26875,0.1675,0.1675
PL0012A,269.372,2016-01-01 05:00:00,-12.0,93.0,"Calm, no wind",0.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8975,0.8975,0.5687500000000001,0.5687500000000001,0.37875,0.37875,0.26875,0.26875,0.1675,0.1675
PL0012A,290.02699999,2016-01-01 06:00:00,-12.3,93.0,"Calm, no wind",0.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8975,0.8975,0.5687500000000001,0.5687500000000001,0.37875,0.37875,0.26875,0.26875,0.1675,0.1675
PL0012A,267.28699999,2016-01-01 07:00:00,-12.5,91.0,"Calm, no wind",0.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8975,0.8975,0.5687500000000001,0.5687500000000001,0.37875,0.37875,0.26875,0.26875,0.1675,0.1675
PL0012A,267.38999999,2016-01-01 08:00:00,-11.0,92.0,Wind blowing from the north-east,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,268.843,2016-01-01 09:00:00,-8.9,90.0,Wind blowing from the west,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.79,0.96,0.43,0.99,0.34,0.99,0.22,0.86,0.15,0.78
PL0012A,220.234,2016-01-01 10:00:00,-5.8,81.0,"Calm, no wind",0.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.8975,0.8975,0.5687500000000001,0.5687500000000001,0.37875,0.37875,0.26875,0.26875,0.1675,0.1675
PL0012A,173.774,2016-01-01 11:00:00,-4.6,76.0,Wind blowing from the north-northwest,1.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.98,0.965,0.325,0.52,0.14,0.29000000000000004,0.06,0.14,0.015,0.055
PL0012A,126.387,2016-01-01 12:00:00,-3.4,67.0,Wind blowing from the east-northeast,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,135.411,2016-01-01 13:00:00,-2.9,63.0,Wind blowing from the east,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.96,0.79,0.99,0.43,0.99,0.34,0.86,0.22,0.78,0.15
PL0012A,170.97,2016-01-01 14:00:00,-3.7,69.0,Wind blowing from the east,2.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.96,0.79,0.99,0.43,0.99,0.34,0.86,0.22,0.78,0.15
PL0012A,160.751,2016-01-01 15:00:00,-6.1,83.0,Wind blowing from the east,3.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.96,0.79,0.99,0.43,0.99,0.34,0.86,0.22,0.78,0.15
PL0012A,161.08699999,2016-01-01 16:00:00,-6.9,82.0,Wind blowing from the north-east,3.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,144.031,2016-01-01 17:00:00,-7.2,84.0,Wind blowing from the north-east,5.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,123.729,2016-01-01 18:00:00,-8.1,86.0,Wind blowing from the north-east,4.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,90.45269999,2016-01-01 19:00:00,-8.6,84.0,Wind blowing from the north-east,5.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,77.1401,2016-01-01 20:00:00,-9.5,84.0,Wind blowing from the north-east,5.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,67.0079,2016-01-01 21:00:00,-10.3,85.0,Wind blowing from the north-east,5.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,62.0013,2016-01-01 22:00:00,-10.6,86.0,Wind blowing from the north-east,5.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,62.02949999,2016-01-01 23:00:00,-11.0,87.0,Wind blowing from the north-east,6.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,61.98499999,2016-01-02 00:00:00,-11.1,89.0,Wind blowing from the east-northeast,6.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,66.98789999,2016-01-02 01:00:00,-11.5,91.0,Wind blowing from the east,6.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.96,0.79,0.99,0.43,0.99,0.34,0.86,0.22,0.78,0.15
PL0012A,59.04209999,2016-01-02 02:00:00,-12.0,91.0,Wind blowing from the north-east,6.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,60.74479999,2016-01-02 03:00:00,-11.6,91.0,Wind blowing from the north-east,5.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,47.9716,2016-01-02 04:00:00,-11.1,90.0,Wind blowing from the east-northeast,6.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,39.9298,2016-01-02 05:00:00,-11.5,88.0,Wind blowing from the north-east,7.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,36.0882,2016-01-02 06:00:00,-12.1,85.0,Wind blowing from the east-northeast,5.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,44.6886,2016-01-02 07:00:00,-12.7,87.0,Wind blowing from the east-northeast,5.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,53.28099999,2016-01-02 08:00:00,-11.9,85.0,Wind blowing from the east-northeast,5.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,51.85049999,2016-01-02 09:00:00,-10.7,80.0,Wind blowing from the east-northeast,7.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,54.87299999,2016-01-02 10:00:00,-9.9,78.0,Wind blowing from the east-northeast,8.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,93.88079999,2016-01-02 11:00:00,-9.2,79.0,Wind blowing from the east-northeast,7.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,142.68199999,2016-01-02 12:00:00,-8.9,80.0,Wind blowing from the east-northeast,7.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,165.53299999,2016-01-02 13:00:00,-8.3,77.0,Wind blowing from the east-northeast,7.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,154.365,2016-01-02 14:00:00,-8.3,77.0,Wind blowing from the east-northeast,7.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,127.348,2016-01-02 15:00:00,-8.8,76.0,Wind blowing from the north-east,7.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,118.58499999,2016-01-02 16:00:00,-9.4,75.0,Wind blowing from the east-northeast,8.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,109.178,2016-01-02 17:00:00,-9.8,76.0,Wind blowing from the east-northeast,7.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,89.5464,2016-01-02 18:00:00,-10.0,76.0,Wind blowing from the east-northeast,8.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,79.14379999,2016-01-02 19:00:00,-10.1,75.0,Wind blowing from the east-northeast,7.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,71.86849999,2016-01-02 20:00:00,-10.8,80.0,Wind blowing from the east-northeast,7.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,69.9067,2016-01-02 21:00:00,-11.4,81.0,Wind blowing from the east-northeast,6.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,61.2456,2016-01-02 22:00:00,-12.1,83.0,Wind blowing from the east-northeast,6.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,55.2334,2016-01-02 23:00:00,-12.6,83.0,Wind blowing from the east-northeast,6.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,52.36059999,2016-01-03 00:00:00,-13.1,83.0,Wind blowing from the north-east,7.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,50.01209999,2016-01-03 01:00:00,-13.5,84.0,Wind blowing from the north-east,6.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,44.73299999,2016-01-03 02:00:00,-13.7,84.0,Wind blowing from the east-northeast,7.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,44.0482,2016-01-03 03:00:00,-14.0,85.0,Wind blowing from the north-east,7.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,58.6302,2016-01-03 04:00:00,-14.4,86.0,Wind blowing from the east-northeast,6.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,60.51319999,2016-01-03 05:00:00,-14.6,86.0,Wind blowing from the east-northeast,5.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,52.87539999,2016-01-03 06:00:00,-14.8,86.0,Wind blowing from the north-east,5.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,47.8686,2016-01-03 07:00:00,-14.9,86.0,Wind blowing from the east-northeast,5.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,52.05789999,2016-01-03 08:00:00,-14.8,86.0,Wind blowing from the east-northeast,6.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,59.84859999,2016-01-03 09:00:00,-14.2,83.0,Wind blowing from the east-northeast,6.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,63.1488,2016-01-03 10:00:00,-14.0,83.0,Wind blowing from the north-east,6.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,65.03789999,2016-01-03 11:00:00,-12.4,79.0,Wind blowing from the east-northeast,6.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,76.71099999,2016-01-03 12:00:00,-11.4,75.0,Wind blowing from the east,5.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.96,0.79,0.99,0.43,0.99,0.34,0.86,0.22,0.78,0.15
PL0012A,62.11059999,2016-01-03 13:00:00,-11.0,74.0,Wind blowing from the north-east,6.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,86.7664,2016-01-03 14:00:00,-11.0,73.0,Wind blowing from the east-northeast,5.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,107.27,2016-01-03 15:00:00,-11.3,73.0,Wind blowing from the east-northeast,5.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,106.408,2016-01-03 16:00:00,-11.8,74.0,Wind blowing from the east-northeast,5.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,108.27,2016-01-03 17:00:00,-12.5,77.0,Wind blowing from the east-northeast,5.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.7949999999999999,0.8500000000000001,0.84,0.59,0.665,0.42,0.505,0.37,0.41,0.19
PL0012A,90.64079999,2016-01-03 18:00:00,-13.2,81.0,Wind blowing from the north-east,4.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,83.2552,2016-01-03 19:00:00,-13.7,83.0,Wind blowing from the north-east,4.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
PL0012A,88.3272,2016-01-03 20:00:00,-13.8,84.0,Wind blowing from the north-east,5.0,60.41,0.0,0.0,9.71,23.16,35.13,6.77,14.95,26.74,12.5,31.95,6.17,19.22,28.8,9.98,33.55,3.96,24.34,21.43,10.04,26.22,2.79,31.08,22.74,8.23,0.63,0.91,0.69,0.75,0.34,0.5,0.15,0.52,0.04,0.23
